,Make,Model,Style,Fuel_type,Transmission
24150,Toyota,Rare,Minivan,Diesel,0
24151,Nissan,Qashqai+2,Crossover,Diesel,0
24152,Renault,Scenic,Sedan,Diesel,0
24153,Toyota,Prius,Hatchback,Hybrid,1
24154,Volkswagen,Tiguan,Crossover,Petrol,1
24155,GAZ,Rare,Sedan,Petrol,0
24156,Toyota,Camry,Sedan,Metan/Propan,0
24157,Hyundai,Getz,Hatchback,Petrol,1
24158,Toyota,Yaris,Hatchback,Diesel,0
24159,Mercedes,A Class,Hatchback,Petrol,1
24160,Opel,Combo,Combi,Diesel,0
24161,Honda,Rare,Hatchback,Petrol,0
24162,Volkswagen,Golf,Universal,Petrol,0
24163,Nissan,Rare,Hatchback,Petrol,0
24164,Mazda,6,Sedan,Diesel,0
24165,Hyundai,Sonata,Sedan,Diesel,0
24166,Renault,Laguna,Hatchback,Diesel,0
24167,Mitsubishi,Rare,Hatchback,Petrol,0
24168,Ford,Fiesta,Hatchback,Diesel,0
24169,Toyota,Camry,Sedan,Hybrid,1
24170,Volkswagen,Touran,Minivan,Petrol,0
24171,Mazda,626,Sedan,Petrol,0
24172,Renault,Rare,Crossover,Diesel,1
24173,Nissan,Rare,Microvan,Diesel,0
24174,Toyota,C-HR,Crossover,Petrol,1
24175,Opel,Vectra,Sedan,Petrol,0
24176,Audi,A8,Sedan,Diesel,1
24177,Toyota,Corolla,Universal,Diesel,0
24178,Vaz,Rare,Sedan,Metan/Propan,0
24179,Mazda,323,Hatchback,Diesel,0
24180,Renault,Megane,Universal,Diesel,0
24181,Mercedes,E Class,Sedan,Metan/Propan,0
24182,Volkswagen,Golf,Hatchback,Petrol,0
24183,BMW,5 Series,Sedan,Metan/Propan,0
24184,Mitsubishi,Rare,SUV,Metan/Propan,1
24185,Dacia,Logan,Hatchback,Diesel,0
24186,Volkswagen,Touareg,Crossover,Diesel,1
24187,Honda,Civic,Hatchback,Petrol,0
24188,Peugeot,307,Universal,Diesel,0
24189,Toyota,Yaris,Hatchback,Petrol,0
24190,Hyundai,Rare,Hatchback,Petrol,1
24191,Citroen,Rare,Hatchback,Petrol,0
24192,Mitsubishi,Rare,Hatchback,Petrol,0
24193,BMW,3 Series,Sedan,Petrol,0
24194,Volvo,XC60,SUV,Diesel,1
24195,Mercedes,E Class,Sedan,Diesel,0
24196,Peugeot,Rare,Minivan,Diesel,0
24197,Nissan,Qashqai,Crossover,Diesel,0
24198,Toyota,Avensis,Sedan,Petrol,0
24199,Peugeot,206,Universal,Petrol,0
24200,Renault,Scenic,Minivan,Diesel,0
24201,Skoda,Octavia,Sedan,Petrol,0
24202,Daihatsu,Rare,SUV,Petrol,1
24203,Mercedes,E Class,Sedan,Diesel,1
24204,Audi,A6,Sedan,Metan/Propan,0
24205,Honda,Rare,Hatchback,Petrol,0
24206,Opel,Astra,Universal,Diesel,0
24207,Mercedes,E Class,Sedan,Diesel,1
24208,Opel,Corsa,Coupe,Petrol,0
24209,Nissan,Rare,Sedan,Petrol,0
24210,Volkswagen,Passat,Sedan,Petrol,0
24211,Mazda,Rare,Minivan,Petrol,0
24212,BMW,7 Series,Sedan,Diesel,1
24213,Opel,Vectra,Sedan,Metan/Propan,0
24214,Honda,Accord,Sedan,Diesel,0
24215,Nissan,Rare,Universal,Petrol,0
24216,Volkswagen,Passat,Universal,Metan/Propan,0
24217,Opel,Rare,Sedan,Petrol,0
24218,Audi,A4,Sedan,Metan/Propan,1
24219,BMW,5 Series,Sedan,Metan/Propan,1
24220,Mercedes,E Class,Sedan,Diesel,1
24221,Opel,Zafira,SUV,Metan/Propan,0
24222,Audi,80,Sedan,Petrol,0
24223,Citroen,Rare,Sedan,Diesel,0
24224,Skoda,Rapid,Cabriolet,Metan/Propan,1
24225,Dacia,Lodgy,Minivan,Diesel,0
24226,Audi,A4,Combi,Diesel,1
24227,Opel,Astra,Hatchback,Petrol,0
24228,Mercedes,Vito,Microvan,Diesel,1
24229,Lexus,CT Series,Hatchback,Hybrid,1
24230,Nissan,Qashqai,Crossover,Diesel,0
24231,Skoda,Rare,Crossover,Diesel,0
24232,Fiat,Rare,Universal,Petrol,0
24233,Honda,Accord,Sedan,Metan/Propan,0
24234,Renault,Megane,Universal,Diesel,0
24235,BMW,3 Series,Universal,Diesel,0
24236,Toyota,Corolla,Hatchback,Metan/Propan,0
24237,Honda,Civic,Sedan,Petrol,1
24238,Seat,Rare,Hatchback,Petrol,0
24239,KIA,Optima,Sedan,Hybrid,1
24240,Dacia,Logan,Sedan,Metan/Propan,0
24241,Alfa Romeo,Rare,Sedan,Metan/Propan,0
24242,KIA,Sportage,Crossover,Petrol,0
24243,Toyota,Rare,Sedan,Petrol,0
24244,Vaz,Rare,Universal,Petrol,0
24245,Ford,Focus,Hatchback,Petrol,0
24246,Dacia,Duster,SUV,Diesel,0
24247,Volkswagen,Passat,Universal,Diesel,0
24248,Opel,Insignia,Sedan,Diesel,0
24249,Volkswagen,Polo,Universal,Petrol,0
24250,Renault,Megane,Universal,Diesel,0
24251,KIA,Rare,Sedan,Metan/Propan,0
24252,Hyundai,Sonata,Sedan,Petrol,0
24253,Skoda,Rare,Sedan,Petrol,0
24254,Hyundai,Tucson,SUV,Diesel,1
24255,Mercedes,C Class,Sedan,Plug-in Hybrid,1
24256,Mercedes,C Class,Universal,Petrol,0
24257,Fiat,Rare,Hatchback,Petrol,0
24258,BMW,3 Series,Sedan,Diesel,0
24259,Mitsubishi,Rare,Pickup,Diesel,0
24260,Volkswagen,Passat,Universal,Petrol,1
24261,BMW,5 Series,Sedan,Diesel,0
24262,Daihatsu,Rare,SUV,Petrol,0
24263,Volvo,Rare,Sedan,Metan/Propan,1
24264,Audi,A6,Universal,Petrol,0
24265,Renault,Megane,Universal,Diesel,0
24266,BMW,Rare,Crossover,Petrol,1
24267,Volkswagen,Transporter,Minivan,Diesel,0
24268,Toyota,Altele,Minivan,Hybrid,1
24269,KIA,Rare,Universal,Diesel,1
24270,Toyota,Yaris,Hatchback,Petrol,1
24271,Dacia,Logan Mcv,Universal,Diesel,0
24272,Volkswagen,Golf,Hatchback,Diesel,0
24273,Hyundai,Tucson,SUV,Petrol,1
24274,Renault,Scenic,Hatchback,Diesel,0
24275,Rover,Rare,Coupe,Petrol,0
24276,Vaz,2106,Sedan,Petrol,0
24277,BMW,3 Series,Sedan,Metan/Propan,0
24278,Toyota,Corolla,Sedan,Petrol,1
24279,Volvo,XC90,SUV,Diesel,1
24280,Mercedes,E Class,Sedan,Diesel,0
24281,Dacia,Lodgy,Minivan,Diesel,0
24282,Skoda,Fabia,Universal,Diesel,0
24283,Volkswagen,Rare,Sedan,Petrol,0
24284,Dacia,Logan Mcv,Universal,Diesel,0
24285,Toyota,Prius,Hatchback,Hybrid,1
24286,Skoda,Octavia,Universal,Petrol,0
24287,Dacia,Logan Mcv,Universal,Diesel,0
24288,Skoda,Octavia,Hatchback,Diesel,0
24289,Renault,Laguna,Sedan,Petrol,0
24290,Renault,Laguna,Crossover,Diesel,0
24291,BMW,3 Series,Sedan,Diesel,0
24292,Volkswagen,Jetta,Sedan,Diesel,1
24293,Peugeot,307,Universal,Diesel,0
24294,Volkswagen,Passat,Universal,Diesel,1
24295,Volkswagen,Golf,Sedan,Petrol,0
24296,Renault,Kangoo,Universal,Diesel,0
24297,Peugeot,Rare,Minivan,Diesel,0
24298,Toyota,Rav 4,Universal,Metan/Propan,1
24299,Mitsubishi,Rare,Minivan,Diesel,0
24300,Audi,A4,Sedan,Petrol,1
24301,Mercedes,E Class,Sedan,Diesel,1
24302,Toyota,Avensis,Sedan,Petrol,0
24303,Volkswagen,Passat,Sedan,Petrol,1
24304,Volkswagen,Passat,Universal,Petrol,0
24305,Opel,Corsa,Hatchback,Diesel,0
24306,Hyundai,Rare,Hatchback,Petrol,0
24307,Hyundai,Rare,Crossover,Petrol,1
24308,Ford,Mondeo,Sedan,Hybrid,1
24309,Chevrolet,Rare,Sedan,Diesel,1
24310,Audi,A4,Universal,Petrol,1
24311,Toyota,Auris,Hatchback,Hybrid,1
24312,Mercedes,M Class,SUV,Diesel,1
24313,Volkswagen,Touran,Minivan,Petrol,1
24314,Renault,Laguna,Universal,Diesel,0
24315,Seat,Rare,Sedan,Diesel,0
24316,Nissan,Rare,SUV,Diesel,1
24317,Mitsubishi,Rare,Hatchback,Petrol,0
24318,Honda,Rare,Sedan,Hybrid,1
24319,Nissan,X-Trail,Crossover,Petrol,1
24320,BMW,7 Series,Sedan,Diesel,1
24321,Volvo,Rare,Universal,Petrol,1
24322,Peugeot,Rare,Universal,Petrol,1
24323,Dacia,Logan Mcv,Universal,Diesel,0
24324,Vaz,Rare,Sedan,Petrol,0
24325,Mercedes,E Class,Sedan,Metan/Propan,0
24326,Toyota,Rare,Sedan,Plug-in Hybrid,1
24327,Mercedes,Vito,Minivan,Diesel,0
24328,KIA,Rio,Universal,Petrol,0
24329,Renault,Rare,Minivan,Diesel,0
24330,Vaz,Rare,Sedan,Petrol,0
24331,Volkswagen,Transporter,Minivan,Diesel,0
24332,Vaz,Rare,Universal,Petrol,0
24333,Ford,Fusion,Hatchback,Petrol,0
24334,Volkswagen,Touran,Minivan,Diesel,1
24335,Ford,Rare,Hatchback,Petrol,0
24336,Ford,Rare,Minivan,Metan/Propan,0
24337,Mercedes,M Class,SUV,Diesel,1
24338,BMW,X5,SUV,Metan/Propan,1
24339,Volkswagen,Golf,Hatchback,Petrol,1
24340,Vaz,2106,Sedan,Petrol,0
24341,Skoda,Rare,Crossover,Petrol,0
24342,Audi,A6,Sedan,Diesel,1
24343,Mazda,6,Hatchback,Diesel,0
24344,Honda,Civic,Sedan,Petrol,1
24345,Dodge,Rare,Crossover,Petrol,1
24346,Toyota,Prius,Hatchback,Petrol,1
24347,Mercedes,Vito,Microvan,Diesel,0
24348,Renault,Grand Scenic,Universal,Diesel,0
24349,Volkswagen,Caddy,Minivan,Diesel,1
24350,Volkswagen,Passat,Sedan,Petrol,1
24351,Toyota,Avensis,Hatchback,Petrol,0
24352,Hyundai,Rare,Hatchback,Diesel,0
24353,Lexus,RX Series,Crossover,Petrol,1
24354,Ford,Fusion,Sedan,Petrol,0
24355,Hyundai,Rare,Sedan,Diesel,0
24356,Toyota,Camry,Sedan,Hybrid,1
24357,Ford,Focus,Universal,Diesel,0
24358,Renault,Scenic,Minivan,Diesel,0
24359,Toyota,Corolla,Hatchback,Diesel,0
24360,Ford,Fusion,Sedan,Petrol,1
24361,Mercedes,E Class,Sedan,Metan/Propan,1
24362,Volkswagen,Passat,Universal,Petrol,0
24363,Honda,Civic,Sedan,Petrol,1
24364,Toyota,Rav 4,Crossover,Petrol,0
24365,Vaz,Rare,Sedan,Metan/Propan,0
24366,Nissan,Qashqai,SUV,Diesel,0
24367,Dacia,Duster,SUV,Diesel,1
24368,Renault,Laguna,Universal,Diesel,1
24369,Volkswagen,Golf,Universal,Diesel,0
24370,Volkswagen,Passat,Universal,Petrol,0
24371,Toyota,Rare,Sedan,Petrol,0
24372,Jaguar,Rare,Sedan,Diesel,1
24373,Nissan,Qashqai,Crossover,Diesel,0
24374,KIA,Sportage,Crossover,Petrol,1
24375,Volkswagen,Golf,Hatchback,Petrol,0
24376,Hyundai,Tucson,SUV,Petrol,1
24377,Renault,Kadjar,Crossover,Diesel,1
24378,Citroen,C3,Universal,Diesel,0
24379,Honda,Civic,Coupe,Petrol,0
24380,Mercedes,C Class,Sedan,Diesel,1
24381,Mercedes,E Class,Sedan,Diesel,1
24382,BMW,5 Series,Sedan,Diesel,1
24383,Audi,A6,Sedan,Diesel,1
24384,BMW,X3,Crossover,Diesel,1
24385,Renault,Kangoo,Microvan,Diesel,0
24386,Audi,Q5,SUV,Petrol,1
24387,Mitsubishi,Outlander,Crossover,Metan/Propan,0
24388,Volkswagen,Caddy,Universal,Diesel,0
24389,Mercedes,Vito,Minivan,Diesel,0
24390,KIA,Sorento,Crossover,Diesel,0
24391,Volvo,XC60,SUV,Diesel,1
24392,Ford,Rare,Crossover,Petrol,1
24393,Volkswagen,Touareg,SUV,Diesel,1
24394,BMW,5 Series,Sedan,Petrol,0
24395,Hyundai,Tucson,Crossover,Petrol,1
24396,Rare,Rare,SUV,Petrol,0
24397,Honda,CR-V,Crossover,Petrol,1
24398,Mazda,323,Hatchback,Petrol,0
24399,BMW,Rare,Crossover,Petrol,1
24400,Toyota,Rare,Hatchback,Hybrid,1
24401,Toyota,Avalon,Sedan,Hybrid,1
24402,Opel,Astra,Universal,Diesel,0
24403,Opel,Astra,Hatchback,Diesel,0
24404,Mercedes,E Class,Sedan,Diesel,1
24405,Honda,Civic,Hatchback,Petrol,0
24406,Volkswagen,Polo,Hatchback,Petrol,1
24407,Renault,Megane,Combi,Diesel,0
24408,Skoda,Superb,Sedan,Petrol,0
24409,KIA,Sportage,SUV,Metan/Propan,0
24410,Audi,Q5,SUV,Diesel,1
24411,Opel,Rare,Sedan,Petrol,0
24412,Opel,Zafira,Minivan,Metan/Propan,0
24413,Subaru,Rare,Universal,Metan/Propan,1
24414,Skoda,Fabia,Hatchback,Petrol,0
24415,Volkswagen,Passat,Universal,Diesel,0
24416,BMW,3 Series,Sedan,Petrol,0
24417,Mercedes,S Class,Sedan,Diesel,1
24418,Peugeot,Rare,Hatchback,Petrol,0
24419,Rover,Rare,Sedan,Petrol,0
24420,Skoda,Rapid,Sedan,Petrol,0
24421,Lexus,Rare,SUV,Metan/Propan,1
24422,BMW,3 Series,Sedan,Metan/Propan,0
24423,Toyota,Avensis,Sedan,Diesel,0
24424,Opel,Vectra,Sedan,Petrol,0
24425,Volkswagen,Golf,Universal,Diesel,0
24426,Dacia,Logan Mcv,Minivan,Diesel,0
24427,Volkswagen,Caddy,Combi,Diesel,0
24428,Opel,Zafira,Universal,Diesel,0
24429,Renault,Scenic,Minivan,Diesel,0
24430,Volkswagen,Transporter,Minivan,Diesel,0
24431,Nissan,Primera,Sedan,Diesel,0
24432,Vaz,2106,Sedan,Petrol,0
24433,Toyota,Land Cruiser Prado,SUV,Petrol,1
24434,Honda,CR-V,Crossover,Diesel,1
24435,Mercedes,E Class,Sedan,Petrol,0
24436,Dacia,Logan Mcv,Minivan,Metan/Propan,0
24437,BMW,5 Series,Sedan,Petrol,0
24438,Toyota,Auris,Hatchback,Diesel,0
24439,Volkswagen,Polo,Hatchback,Petrol,0
24440,Mazda,6,Universal,Petrol,0
24441,Volkswagen,Passat,Universal,Diesel,1
24442,Hyundai,Santa FE,SUV,Diesel,1
24443,Audi,A6,Sedan,Diesel,1
24444,Toyota,Rav 4,Sedan,Petrol,0
24445,KIA,Rare,Hatchback,Metan/Propan,0
24446,Honda,Civic,Sedan,Metan/Propan,0
24447,Opel,Rare,SUV,Petrol,1
24448,Opel,Astra,Universal,Diesel,0
24449,Toyota,Rav 4,Crossover,Diesel,0
24450,Opel,Insignia,Sedan,Petrol,0
24451,Dacia,Duster,Crossover,Diesel,0
24452,Mercedes,S Class,Sedan,Petrol,1
24453,Audi,A4,Universal,Diesel,0
24454,Ford,Fiesta,Hatchback,Petrol,0
24455,Mini,Rare,Coupe,Diesel,0
24456,Skoda,Fabia,Combi,Diesel,0
24457,Hyundai,Getz,Hatchback,Petrol,0
24458,Dacia,Logan,Universal,Diesel,1
24459,Vaz,Rare,Hatchback,Petrol,0
24460,Chevrolet,Altele,Sedan,Petrol,0
24461,Volkswagen,Tiguan,Crossover,Petrol,0
24462,Audi,A6,Sedan,Petrol,1
24463,Dacia,Duster,Crossover,Diesel,0
24464,Opel,Corsa,Hatchback,Diesel,0
24465,Mercedes,E Class,Sedan,Petrol,0
24466,Opel,Insignia,Sedan,Petrol,0
24467,Audi,A4,Universal,Diesel,1
24468,Honda,Accord,Sedan,Hybrid,1
24469,Subaru,Rare,Sedan,Diesel,0
24470,Volkswagen,Passat,Sedan,Metan/Propan,0
24471,Renault,Megane,Universal,Diesel,1
24472,Volkswagen,Touran,Minivan,Petrol,0
24473,Mercedes,E Class,Sedan,Diesel,1
24474,Mercedes,Vito,Minivan,Diesel,0
24475,Seat,Ibiza,Universal,Diesel,0
24476,Mercedes,Series (W124),Sedan,Diesel,0
24477,Volkswagen,Passat,Universal,Petrol,0
24478,BMW,5 Series,Sedan,Diesel,1
24479,Chevrolet,Aveo,Sedan,Petrol,1
24480,Hyundai,Rare,Coupe,Petrol,1
24481,Volvo,Rare,Universal,Diesel,0
24482,Volkswagen,Golf,Hatchback,Petrol,1
24483,Porsche,Cayenne,SUV,Diesel,1
24484,Toyota,Prius,Hatchback,Petrol,1
24485,Hyundai,ix35,SUV,Diesel,1
24486,Skoda,Octavia,Hatchback,Petrol,0
24487,Volkswagen,Passat,Universal,Diesel,0
24488,Mercedes,E Class,Sedan,Diesel,0
24489,Mercedes,E Class,Universal,Diesel,1
24490,Volkswagen,Golf,Hatchback,Petrol,0
24491,Chrysler,Rare,Sedan,Metan/Propan,1
24492,BMW,5 Series,Sedan,Metan/Propan,1
24493,Brilliance,Rare,Sedan,Metan/Propan,0
24494,BMW,5 Series,Sedan,Petrol,1
24495,Renault,Rare,Microvan,Diesel,0
24496,Toyota,Avalon,Sedan,Hybrid,1
24497,Mercedes,Rare,Crossover,Diesel,1
24498,Opel,Combo,Universal,Diesel,0
24499,Mercedes,A Class,Hatchback,Petrol,1
24500,KIA,Sorento,Crossover,Petrol,1
24501,KIA,Sorento,Crossover,Petrol,1
24502,Mercedes,C Class,Sedan,Petrol,0
24503,BMW,Rare,Cabriolet,Petrol,1
24504,Dacia,Logan,Sedan,Petrol,0
24505,Mercedes,C Class,Sedan,Diesel,1
24506,Volkswagen,Polo,Sedan,Petrol,0
24507,Toyota,Rare,Universal,Hybrid,1
24508,BMW,3 Series,Sedan,Diesel,0
24509,Audi,80,Sedan,Metan/Propan,0
24510,Toyota,Corolla,Universal,Diesel,0
24511,Toyota,Rav 4,SUV,Petrol,0
24512,Chevrolet,Rare,Sedan,Petrol,0
24513,Skoda,Octavia,Sedan,Petrol,1
24514,Fiat,Rare,Combi,Petrol,0
24515,Renault,Scenic,Minivan,Diesel,0
24516,Dacia,Duster,Crossover,Diesel,0
24517,Renault,Clio,Universal,Diesel,0
24518,Vaz,Rare,Sedan,Petrol,0
24519,Toyota,Corolla,Sedan,Diesel,0
24520,Ssangyong,Rare,Minivan,Diesel,1
24521,Citroen,Rare,Minivan,Diesel,0
24522,Mazda,626,Sedan,Metan/Propan,0
24523,KIA,Ceed,Universal,Diesel,0
24524,Opel,Meriva,Hatchback,Diesel,0
24525,Renault,Megane,Sedan,Metan/Propan,0
24526,Volkswagen,Jetta,Sedan,Petrol,1
24527,Nissan,Rare,Sedan,Petrol,0
24528,Ford,Rare,Universal,Petrol,1
24529,Renault,Grand Scenic,Minivan,Diesel,0
24530,Renault,Rare,Microvan,Diesel,0
24531,Seat,Ibiza,Universal,Diesel,0
24532,Opel,Vectra,Hatchback,Metan/Propan,0
24533,Volkswagen,Touran,Microvan,Diesel,1
24534,Skoda,Fabia,Hatchback,Diesel,0
24535,Audi,A4,Sedan,Diesel,1
24536,Opel,Astra,Hatchback,Diesel,0
24537,Opel,Vectra,Sedan,Metan/Propan,0
24538,Mercedes,C Class,Sedan,Metan/Propan,1
24539,BMW,5 Series,Universal,Diesel,1
24540,Ford,Fusion,Sedan,Hybrid,1
24541,Toyota,Prius,Universal,Hybrid,1
24542,Toyota,Land Cruiser Prado,SUV,Metan/Propan,1
24543,Peugeot,206,Universal,Petrol,0
24544,Opel,Astra,Universal,Diesel,0
24545,BMW,5 Series,Sedan,Diesel,0
24546,Toyota,Rav 4,SUV,Hybrid,1
24547,Seat,Ibiza,Hatchback,Petrol,0
24548,Mercedes,Rare,Coupe,Diesel,1
24549,Toyota,Auris,Hatchback,Diesel,0
24550,Renault,Megane,Universal,Diesel,1
24551,Renault,Megane,Universal,Diesel,0
24552,Renault,Megane,Universal,Diesel,0
24553,Volkswagen,Passat,Universal,Petrol,0
24554,BMW,5 Series,Hatchback,Diesel,0
24555,Jeep,Rare,SUV,Diesel,1
24556,Volkswagen,Polo,Hatchback,Diesel,0
24557,Renault,Kadjar,Crossover,Diesel,1
24558,Mercedes,Rare,Coupe,Petrol,1
24559,Opel,Rare,Sedan,Diesel,0
24560,Toyota,Camry,Sedan,Petrol,1
24561,Mazda,3,Sedan,Petrol,0
24562,Peugeot,Rare,Sedan,Diesel,0
24563,Renault,Kadjar,SUV,Diesel,0
24564,Renault,Kadjar,Crossover,Diesel,1
24565,Moskvich / Izh,Rare,Coupe,Petrol,0
24566,Mitsubishi,Rare,Hatchback,Petrol,0
24567,Volkswagen,Passat,Sedan,Diesel,1
24568,Volkswagen,Rare,Hatchback,Diesel,1
24569,Toyota,Land Cruiser Prado,SUV,Metan/Propan,1
24570,Citroen,Berlingo,Universal,Diesel,0
24571,Volkswagen,Tiguan,Crossover,Petrol,1
24572,Mazda,6,Hatchback,Petrol,1
24573,Mercedes,GLE,SUV,Diesel,1
24574,BMW,3 Series,Sedan,Diesel,0
24575,Ford,Rare,Minivan,Diesel,0
24576,Mercedes,B Class,Hatchback,Petrol,0
24577,BMW,5 Series,Sedan,Diesel,1
24578,Renault,Megane,Sedan,Petrol,0
24579,Skoda,Superb,Sedan,Diesel,1
24580,KIA,Rare,Microvan,Metan/Propan,0
24581,Renault,Rare,Hatchback,Petrol,0
24582,Renault,Clio,Hatchback,Petrol,0
24583,BMW,3 Series,Universal,Petrol,0
24584,Toyota,Avensis,Sedan,Diesel,0
24585,BMW,5 Series,Sedan,Metan/Propan,1
24586,Renault,Grand Scenic,Universal,Diesel,0
24587,Nissan,Qashqai,Crossover,Diesel,0
24588,Volkswagen,Golf,Hatchback,Petrol,0
24589,Volkswagen,Caddy,Minivan,Diesel,0
24590,Volkswagen,Tiguan,Crossover,Petrol,1
24591,Land Rover,Rare,SUV,Diesel,0
24592,Vaz,Rare,Sedan,Petrol,0
24593,Toyota,Rav 4,Crossover,Diesel,0
24594,Opel,Rare,Hatchback,Diesel,0
24595,Alta marca,Rare,Hatchback,Petrol,0
24596,Ssangyong,Rare,SUV,Diesel,0
24597,Ford,Mondeo,Universal,Diesel,0
24598,Nissan,Qashqai,Crossover,Diesel,0
24599,Citroen,Rare,Sedan,Petrol,0
24600,BMW,5 Series,Sedan,Diesel,0
24601,Opel,Insignia,Sedan,Diesel,0
24602,Nissan,Juke,Hatchback,Petrol,1
24603,BMW,X5,SUV,Petrol,1
24604,Renault,Megane,Universal,Diesel,0
24605,Renault,Kangoo,Pickup,Diesel,0
24606,Skoda,Rapid,Hatchback,Diesel,0
24607,Seat,Rare,Minivan,Petrol,0
24608,Mercedes,Rare,Microvan,Diesel,1
24609,Mercedes,Vito,Minivan,Diesel,0
24610,Citroen,Rare,Crossover,Diesel,1
24611,Volkswagen,Golf,Hatchback,Petrol,1
24612,Jeep,Rare,Crossover,Petrol,1
24613,Opel,Astra,Sedan,Petrol,0
24614,Honda,Rare,Minivan,Petrol,0
24615,Toyota,Avensis,Universal,Petrol,0
24616,Hyundai,Accent,Sedan,Petrol,1
24617,Volkswagen,Caddy,Minivan,Diesel,1
24618,Volkswagen,Passat,Universal,Petrol,1
24619,BMW,5 Series,Sedan,Petrol,0
24620,Renault,Kadjar,Crossover,Diesel,1
24621,Toyota,Corolla,Universal,Petrol,0
24622,Volkswagen,Golf,Hatchback,Petrol,0
24623,Hyundai,Sonata,Sedan,Petrol,0
24624,Skoda,Fabia,Hatchback,Diesel,1
24625,Volkswagen,Rare,Hatchback,Diesel,1
24626,Honda,Civic,Coupe,Petrol,0
24627,Land Rover,Range Rover Sport,SUV,Diesel,1
24628,Honda,Rare,Sedan,Hybrid,1
24629,Volkswagen,Jetta,Sedan,Petrol,1
24630,Toyota,Corolla,Hatchback,Petrol,0
24631,Volkswagen,Passat,Universal,Metan/Propan,1
24632,Nissan,Micra,Hatchback,Petrol,1
24633,Suzuki,Rare,Crossover,Petrol,1
24634,Hyundai,Santa FE,SUV,Diesel,1
24635,BMW,3 Series,Sedan,Petrol,1
24636,BMW,5 Series,Sedan,Diesel,1
24637,Volvo,XC60,SUV,Diesel,1
24638,Opel,Corsa,Hatchback,Petrol,0
24639,Lexus,RX Series,SUV,Hybrid,1
24640,Renault,Grand Scenic,Minivan,Diesel,0
24641,Fiat,Rare,Hatchback,Petrol,0
24642,Skoda,Octavia,Universal,Petrol,0
24643,Volkswagen,Rare,Minivan,Diesel,0
24644,Dacia,Logan,Sedan,Metan/Propan,0
24645,Citroen,Rare,Sedan,Diesel,0
24646,Ford,Kuga,SUV,Petrol,1
24647,Skoda,Rare,Universal,Petrol,0
24648,Volkswagen,Golf,Hatchback,Petrol,0
24649,Nissan,Almera,Sedan,Diesel,0
24650,BMW,X5,SUV,Metan/Propan,1
24651,Opel,Astra,Universal,Petrol,0
24652,Lexus,CT Series,Hatchback,Hybrid,1
24653,Audi,A6,Sedan,Diesel,1
24654,BMW,3 Series,Sedan,Petrol,0
24655,Ford,Mondeo,Sedan,Plug-in Hybrid,1
24656,Alfa Romeo,Rare,Hatchback,Petrol,0
24657,Honda,Civic,Sedan,Petrol,1
24658,Honda,Accord,Sedan,Petrol,0
24659,Skoda,Rare,Minivan,Petrol,1
24660,Toyota,Rare,Hatchback,Diesel,0
24661,Renault,Grand Scenic,Microvan,Diesel,0
24662,Hyundai,Tucson,SUV,Diesel,0
24663,Mazda,3,Sedan,Petrol,0
24664,Toyota,Auris,Universal,Hybrid,1
24665,Subaru,Rare,Hatchback,Petrol,0
24666,Suzuki,Rare,SUV,Diesel,0
24667,Hyundai,Rare,Sedan,Petrol,0
24668,Toyota,Rare,Universal,Petrol,1
24669,Chevrolet,Rare,SUV,Petrol,0
24670,Dacia,Sandero,Hatchback,Metan/Propan,0
24671,Vaz,2106,Sedan,Petrol,0
24672,Mercedes,M Class,Universal,Diesel,1
24673,Opel,Zafira,Minivan,Metan/Propan,0
24674,Hyundai,Rare,SUV,Diesel,0
24675,Renault,Grand Scenic,Universal,Diesel,0
24676,Renault,Rare,Minivan,Diesel,1
24677,Audi,A4,Universal,Diesel,1
24678,Mercedes,E Class,Sedan,Diesel,1
24679,Renault,Megane,Universal,Diesel,1
24680,Opel,Astra,Universal,Diesel,0
24681,Hyundai,Tucson,SUV,Diesel,0
24682,Dacia,Logan Mcv,Minivan,Metan/Propan,0
24683,BMW,X6,SUV,Metan/Propan,1
24684,Toyota,Avensis,Sedan,Petrol,0
24685,Mercedes,Rare,SUV,Diesel,1
24686,Mercedes,Vito,Minivan,Diesel,0
24687,Volvo,Rare,Universal,Plug-in Hybrid,1
24688,Dacia,Logan,Sedan,Metan/Propan,0
24689,Toyota,Avensis Verso,Minivan,Diesel,0
24690,Opel,Astra,Universal,Diesel,0
24691,Renault,Rare,Minivan,Metan/Propan,0
24692,Mercedes,S Class,Sedan,Diesel,1
24693,Audi,A4,Sedan,Petrol,0
24694,Mercedes,M Class,Universal,Petrol,1
24695,Dacia,Duster,SUV,Diesel,0
24696,Hyundai,Rare,SUV,Petrol,1
24697,Citroen,Berlingo,Minivan,Diesel,0
24698,Lexus,NX Series,Crossover,Hybrid,1
24699,Ford,Fusion,Sedan,Metan/Propan,0
24700,Renault,Kadjar,Crossover,Diesel,1
24701,Mercedes,GLC,Crossover,Petrol,1
24702,Mercedes,C Class,Sedan,Petrol,1
24703,Dacia,Logan,Universal,Diesel,0
24704,Dacia,Duster,Crossover,Diesel,0
24705,Renault,Kangoo,Minivan,Diesel,0
24706,Byd,Rare,Sedan,Petrol,0
24707,Audi,A6,Universal,Diesel,0
24708,Ford,Fusion,Hatchback,Diesel,0
24709,Renault,Megane,Universal,Diesel,1
24710,Dacia,Duster,Crossover,Diesel,0
24711,Opel,Combo,Microvan,Diesel,0
