,Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),km_year
18436,50,26,2012,11,215211.0,2000.0,0,0,4500.0,21521.1
18437,4,101,2010,3,215000.0,2000.0,0,0,8700.0,17916.666666666668
18438,37,23,2013,10,52000.0,1600.0,4,1,7800.0,5777.777777777777
18439,17,52,2000,11,206000.0,1600.0,4,1,3000.0,9363.636363636364
18440,41,80,2011,11,170000.0,1461.0,0,1,6200.0,15454.545454545454
18441,37,23,2002,0,160000.0,2200.0,4,0,3800.0,8000.0
18442,54,101,2005,10,270452.0,2000.0,0,0,2300.0,15908.941176470587
18443,17,101,2004,7,190000.0,2800.0,3,1,4500.0,10555.555555555555
18444,41,107,1999,11,111111.0,1900.0,0,0,700.0,4830.913043478261
18445,16,101,2017,4,123000.0,1300.0,0,1,9990.0,24600.0
18446,32,55,2019,9,25000.0,3000.0,0,1,40000.0,8333.333333333334
18447,32,48,2008,10,315000.0,2200.0,0,1,9100.0,22500.0
18448,20,35,2011,3,135000.0,2000.0,4,1,9900.0,12272.727272727272
18449,53,61,2006,11,151000.0,1390.0,4,0,4000.0,9437.5
18450,4,6,2010,10,170000.0,3000.0,4,1,10000.0,14166.666666666666
18451,16,101,1996,4,23000.0,1800.0,4,0,1300.0,884.6153846153846
18452,32,48,2016,10,98000.0,2200.0,0,1,36800.0,16333.333333333334
18453,54,101,1996,10,157000.0,1700.0,4,0,1300.0,6038.461538461538
18454,37,23,2010,4,93000.0,1400.0,4,0,4650.0,7750.0
18455,32,14,2007,2,150000.0,2000.0,0,0,2000.0,10000.0
18456,50,44,2004,11,200000.0,1400.0,0,0,5200.0,11111.111111111111
18457,41,62,2014,6,181000.0,1500.0,0,0,7999.0,22625.0
18458,36,91,2006,10,180000.0,1800.0,3,0,3800.0,11250.0
18459,4,101,2019,9,51000.0,3000.0,0,1,92000.0,17000.0
18460,26,101,2001,10,300000.0,2400.0,0,0,2499.0,14285.714285714286
18461,21,106,2020,9,10000.0,2151.0,0,1,33099.0,5000.0
18462,12,77,2016,11,88950.0,900.0,4,0,6600.0,14825.0
18463,25,112,2019,3,90000.0,1995.0,0,1,19899.0,30000.0
18464,50,74,2012,9,187000.0,3000.0,0,1,24000.0,18700.0
18465,50,102,2003,9,187000.0,2000.0,4,0,4200.0,9842.105263157895
18466,37,23,2012,11,187500.0,1300.0,0,0,6400.0,18750.0
18467,36,82,2014,4,123850.0,1200.0,4,1,7000.0,15481.25
18468,41,101,1991,4,240000.0,1721.0,4,0,850.0,7741.935483870968
18469,45,113,2008,10,286000.0,2000.0,4,0,6300.0,20428.571428571428
18470,21,101,1993,10,77777.0,1500.0,4,0,700.0,2681.9655172413795
18471,41,62,2012,6,200000.0,1500.0,0,1,6800.0,20000.0
18472,8,101,2008,11,148000.0,1600.0,4,0,3300.0,10571.42857142857
18473,21,106,2015,9,156000.0,1995.0,0,1,17299.0,22285.714285714286
18474,20,41,2004,4,277870.0,1400.0,4,0,3600.0,15437.222222222223
18475,21,101,2000,4,215000.0,2000.0,4,0,1350.0,9772.727272727272
18476,50,44,2002,4,111111.0,1400.0,3,0,3400.0,5555.55
18477,53,88,2015,11,175000.0,1598.0,0,1,15900.0,25000.0
18478,53,88,1999,10,300000.0,2800.0,4,1,2200.0,13043.478260869566
18479,38,1,2006,4,245000.0,1400.0,0,0,2550.0,15312.5
18480,50,27,2004,6,350000.0,2000.0,0,0,3990.0,19444.444444444445
18481,50,38,2012,10,147000.0,2500.0,3,1,11500.0,14700.0
18482,34,87,2009,6,270000.0,3000.0,3,1,9500.0,20769.23076923077
18483,31,101,1993,10,227000.0,1600.0,4,0,705.0,7827.586206896552
18484,41,80,2016,11,112000.0,1500.0,0,0,8900.0,18666.666666666668
18485,4,12,2000,10,435000.0,2800.0,4,1,4500.0,19772.727272727272
18486,3,0,1990,10,300000.0,2300.0,3,0,1300.0,9375.0
18487,50,74,2017,9,45000.0,2800.0,0,1,34999.0,9000.0
18488,32,124,2004,11,290000.0,2200.0,0,0,7200.0,16111.111111111111
18489,12,77,2011,11,193000.0,1500.0,0,0,5250.0,17545.454545454544
18490,28,97,2010,9,150000.0,3500.0,2,1,16000.0,12500.0
18491,40,101,2019,11,20000.0,1500.0,4,1,12000.0,6666.666666666667
18492,25,111,2005,9,230000.0,2555.0,0,0,6500.0,13529.411764705883
18493,50,101,2001,6,478000.0,200.0,0,0,5000.0,22761.904761904763
18494,50,44,2003,4,270000.0,1400.0,4,0,3750.0,14210.526315789473
18495,32,14,2001,4,143000.0,1600.0,4,1,2650.0,6809.523809523809
18496,52,101,1995,10,20000.0,1099.0,4,0,450.0,740.7407407407408
18497,3,0,1988,10,180000.0,1800.0,4,0,1200.0,5294.117647058823
18498,53,101,2009,5,220000.0,1900.0,0,1,5800.0,16923.076923076922
18499,12,77,2007,11,285238.0,1500.0,0,0,2900.0,19015.866666666665
18500,41,71,1996,4,185236.0,2200.0,0,0,1500.0,7124.461538461538
18501,17,83,2009,10,55000.0,2000.0,4,0,8500.0,4230.7692307692305
18502,50,92,2010,4,210000.0,1798.0,2,1,8250.0,17500.0
18503,41,107,2015,4,240000.0,1461.0,0,0,7990.0,34285.71428571428
18504,32,101,2017,2,67300.0,2000.0,4,1,16400.0,13460.0
18505,50,74,2005,9,265846.0,3000.0,0,1,13500.0,15638.0
18506,32,48,2016,10,28200.0,2000.0,4,1,25200.0,4700.0
18507,36,101,1991,4,280000.0,1600.0,3,0,400.0,9032.258064516129
18508,32,104,2002,10,370000.0,3200.0,0,1,8000.0,18500.0
18509,17,51,2014,10,70000.0,1600.0,4,1,6500.0,8750.0
18510,53,88,2000,11,111111.0,1900.0,0,1,3400.0,5050.5
18511,12,76,2006,10,175000.0,1400.0,4,0,16509.0,10937.5
18512,3,17,2015,11,207848.0,2000.0,0,1,18700.0,29692.571428571428
18513,37,132,2005,6,267000.0,1600.0,3,0,4000.0,15705.882352941177
18514,50,102,2003,3,186000.0,1800.0,3,0,1650.0,9789.473684210527
18515,4,9,2001,10,229000.0,2171.0,4,0,3500.0,10904.761904761905
18516,3,93,2016,3,82000.0,200.0,4,1,19900.0,13666.666666666666
18517,53,66,2012,10,163059.0,1400.0,2,1,8500.0,16305.9
18518,53,117,2009,6,123000.0,1600.0,4,0,4900.0,9461.538461538461
18519,4,9,2003,10,190000.0,2500.0,0,1,3999.0,10000.0
18520,41,68,2016,3,20000.0,1200.0,4,1,9999.0,3333.3333333333335
18521,36,101,2007,9,123000.0,2500.0,0,0,7999.0,8200.0
18522,54,130,2016,9,40000.0,2000.0,0,1,19599.0,6666.666666666667
18523,54,101,2008,11,190000.0,2450.0,0,1,4799.0,13571.42857142857
18524,45,50,2012,4,163000.0,1400.0,4,0,2950.0,16300.0
18525,53,61,2002,4,210000.0,1378.0,4,0,3500.0,10500.0
18526,12,47,2010,4,153900.0,1500.0,0,0,6800.0,12825.0
18527,32,31,2000,10,300000.0,2200.0,0,0,3100.0,13636.363636363636
18528,54,129,2015,9,163000.0,1969.0,0,1,20900.0,23285.714285714286
18529,53,109,2011,5,181236.0,1400.0,4,0,10299.0,16476.0
18530,37,132,2005,6,210124.0,1589.0,3,0,4900.0,12360.235294117647
18531,32,48,2012,10,162000.0,2000.0,4,1,16500.0,16200.0
18532,32,101,2008,3,388640.0,3200.0,0,1,19500.0,27760.0
18533,50,38,2007,10,96000.0,2400.0,4,1,8000.0,6400.0
18534,50,45,2008,5,216000.0,2200.0,0,0,7500.0,15428.57142857143
18535,53,37,2010,1,200000.0,1400.0,4,0,6500.0,16666.666666666668
18536,38,101,2007,6,150000.0,1600.0,0,0,1900.0,10000.0
18537,41,107,2004,11,177000.0,1500.0,0,0,2800.0,9833.333333333334
18538,50,24,2014,4,78000.0,1400.0,0,0,9800.0,9750.0
18539,32,57,2013,3,198000.0,2200.0,0,1,18500.0,22000.0
18540,32,108,1995,4,200000.0,2000.0,3,0,6000.0,7407.407407407408
18541,41,101,2008,5,350536.0,1998.0,0,0,6555.0,25038.285714285714
18542,9,101,2005,5,174000.0,1600.0,3,0,2750.0,10235.29411764706
18543,34,101,1995,6,123456.0,1800.0,4,0,1550.0,4572.444444444444
18544,54,129,2010,3,264000.0,2400.0,0,1,10000.0,22000.0
18545,32,124,2010,5,185311.0,2200.0,0,0,7200.0,15442.583333333334
18546,32,48,2002,10,274000.0,3224.0,0,1,3400.0,13700.0
18547,12,76,2005,10,135000.0,1400.0,4,0,2950.0,7941.176470588235
18548,46,101,2004,4,210000.0,1100.0,4,0,2900.0,11666.666666666666
18549,25,112,2012,3,156000.0,1600.0,4,0,10600.0,15600.0
18550,34,87,2011,3,190000.0,2400.0,4,1,10950.0,17272.727272727272
18551,25,112,2009,3,214343.0,2000.0,4,0,7200.0,16487.923076923078
18552,50,38,2013,10,150000.0,2500.0,2,1,13000.0,16666.666666666668
18553,36,95,2011,3,179000.0,1500.0,0,0,8750.0,16272.727272727272
18554,11,30,2000,6,26000.0,1900.0,0,0,1800.0,1181.8181818181818
18555,21,101,2007,4,175000.0,1100.0,3,0,1900.0,11666.666666666666
18556,37,132,2003,6,230000.0,1800.0,3,1,3700.0,12105.263157894737
18557,32,31,2012,10,204256.0,2000.0,0,0,7800.0,20425.6
18558,3,15,2009,1,334000.0,2000.0,0,1,6200.0,25692.30769230769
18559,20,41,2015,10,96000.0,1500.0,4,1,12000.0,13714.285714285714
18560,38,7,2004,10,150000.0,1600.0,4,0,2800.0,8333.333333333334
18561,21,101,2006,10,124700.0,2000.0,0,1,6180.0,7793.75
18562,53,117,2008,6,302565.0,1600.0,3,0,6300.0,21611.785714285714
18563,21,133,2012,9,180000.0,2000.0,0,0,11300.0,18000.0
18564,12,76,2006,11,240000.0,1600.0,3,0,2699.0,15000.0
18565,53,61,2003,4,230000.0,1800.0,3,0,3400.0,12105.263157894737
18566,53,61,1997,4,269665.0,1600.0,4,0,900.0,10786.6
18567,34,101,1999,4,212000.0,1834.0,4,0,1900.0,9217.391304347826
18568,23,101,2014,10,156466.0,2200.0,0,1,100000.0,19558.25
18569,32,101,2006,2,229000.0,1800.0,4,1,7500.0,14312.5
18570,12,47,2019,3,29800.0,1486.0,0,0,12100.0,9933.333333333334
18571,44,101,2000,0,157000.0,1800.0,4,0,3800.0,7136.363636363636
18572,3,17,2006,10,277000.0,2000.0,0,0,7900.0,17312.5
18573,50,24,2014,4,157000.0,1400.0,0,0,8100.0,19625.0
18574,41,107,2010,6,166000.0,1500.0,0,0,5500.0,13833.333333333334
18575,45,113,2012,10,172863.0,1398.0,4,0,8300.0,17286.3
18576,17,101,1989,4,87323.0,1400.0,4,0,1150.0,2646.151515151515
18577,50,73,2002,3,377777.0,4200.0,0,1,11999.0,18888.85
18578,45,113,2017,10,120000.0,2000.0,4,1,22999.0,24000.0
18579,53,88,1999,11,231765.0,1900.0,0,0,2800.0,10076.739130434782
18580,53,37,2002,1,400000.0,1900.0,0,0,1500.0,20000.0
18581,4,101,2016,4,100000.0,600.0,2,1,11500.0,16666.666666666668
18582,36,125,2008,9,198000.0,2000.0,4,0,8100.0,14142.857142857143
18583,36,82,2010,4,28000.0,1200.0,4,0,4850.0,2333.3333333333335
18584,52,2,1995,10,11111.0,1500.0,3,0,700.0,411.51851851851853
18585,41,107,2012,4,128001.0,1500.0,0,1,7800.0,12800.1
18586,53,89,2010,2,187000.0,2000.0,4,1,8700.0,15583.333333333334
18587,4,101,2012,4,175000.0,1600.0,4,1,9200.0,17500.0
18588,53,61,2019,4,25000.0,1400.0,4,1,12999.0,8333.333333333334
18589,53,66,2013,10,200320.0,1395.0,2,1,9500.0,22257.777777777777
18590,53,116,2004,9,100000.0,3200.0,4,1,6450.0,5555.555555555556
18591,36,101,1993,4,185000.0,1400.0,4,0,850.0,6379.310344827586
18592,17,83,1996,11,213000.0,2000.0,4,0,1100.0,8192.307692307691
18593,17,52,2019,11,88000.0,1499.0,0,1,17900.0,29333.333333333332
18594,40,101,2008,10,107105.0,1300.0,4,0,2100.0,7650.357142857143
18595,41,68,2017,11,162000.0,1500.0,0,0,11750.0,32400.0
18596,10,101,2001,6,135000.0,1998.0,4,1,3499.0,6428.571428571428
18597,38,7,2004,9,200055.0,1600.0,3,0,3000.0,11114.166666666666
18598,4,6,2003,10,300000.0,3000.0,0,0,3000.0,15789.473684210527
18599,52,101,2004,6,3549.0,1600.0,4,0,1050.0,197.16666666666666
18600,12,77,2008,11,274000.0,1500.0,0,0,3800.0,19571.428571428572
18601,31,10,2003,10,239200.0,2000.0,3,1,3950.0,12589.473684210527
18602,45,113,2010,4,240000.0,1800.0,4,1,7700.0,20000.0
18603,45,50,2015,1,196800.0,1422.0,0,0,6000.0,28114.285714285714
18604,25,40,2014,11,175000.0,1400.0,0,0,7490.0,21875.0
18605,50,24,2013,4,180000.0,1800.0,2,1,10300.0,20000.0
18606,50,24,2008,4,222222.0,1400.0,0,0,6200.0,15873.0
18607,32,48,2002,10,300000.0,3200.0,0,1,2100.0,15000.0
18608,53,88,2011,10,180000.0,1400.0,4,1,9200.0,16363.636363636364
18609,4,101,2019,3,15000.0,1998.0,4,1,48300.0,5000.0
18610,37,122,1995,10,285178.0,1800.0,4,1,800.0,10562.148148148148
18611,50,24,2010,4,140000.0,1800.0,2,1,8800.0,11666.666666666666
18612,50,101,2016,6,115000.0,1600.0,0,0,12499.0,19166.666666666668
18613,32,124,2002,5,284000.0,2200.0,0,0,4550.0,14200.0
18614,32,48,2003,10,350000.0,2700.0,0,1,3300.0,18421.052631578947
18615,21,106,2019,9,23400.0,2199.0,0,1,38000.0,7800.0
18616,4,6,2004,10,170000.0,200.0,3,1,6900.0,9444.444444444445
18617,32,48,2003,10,357588.0,2700.0,0,1,2999.0,18820.42105263158
18618,37,43,2013,5,113000.0,1369.0,3,0,7300.0,12555.555555555555
18619,33,101,2012,4,108000.0,1600.0,4,1,8800.0,10800.0
18620,3,0,1988,10,287200.0,1800.0,4,0,1200.0,8447.058823529413
18621,45,113,2015,11,243246.0,1997.0,0,1,9300.0,34749.42857142857
18622,50,101,2008,4,139000.0,1000.0,4,0,3800.0,9928.57142857143
18623,53,89,2010,10,144000.0,1800.0,4,1,8950.0,12000.0
18624,41,107,2011,6,172500.0,1500.0,0,0,5900.0,15681.818181818182
18625,12,47,2013,9,110000.0,1598.0,4,0,7500.0,12222.222222222223
18626,49,101,2009,4,170000.0,1000.0,4,0,3700.0,13076.923076923076
18627,17,118,2012,1,212000.0,1800.0,0,0,4800.0,21200.0
18628,3,101,2001,6,392000.0,2671.0,3,1,5950.0,18666.666666666668
18629,4,9,2004,11,330000.0,2500.0,0,1,4000.0,18333.333333333332
18630,4,12,2006,10,270000.0,3000.0,3,1,8501.0,16875.0
18631,20,35,2007,9,210000.0,2400.0,4,1,10500.0,14000.0
18632,45,50,2011,11,262000.0,1200.0,0,0,3700.0,23818.18181818182
18633,12,76,2010,11,171500.0,1398.0,4,0,3950.0,14291.666666666666
18634,15,101,2001,6,111111.0,2300.0,4,1,1050.0,5291.0
18635,32,108,1990,10,370000.0,3000.0,0,1,3000.0,11562.5
18636,41,107,2012,6,208000.0,1500.0,0,0,5990.0,20800.0
18637,32,48,2017,10,69000.0,2000.0,0,1,29500.0,13800.0
18638,4,101,2014,10,120000.0,1995.0,0,1,19000.0,15000.0
18639,37,101,1986,4,10000.0,1800.0,4,0,500.0,277.77777777777777
18640,4,6,1993,10,254000.0,1800.0,4,0,2350.0,8758.620689655172
18641,20,35,2007,3,197000.0,2204.0,0,0,9700.0,13133.333333333334
18642,34,59,1993,4,123456.0,1998.0,4,0,2000.0,4257.103448275862
18643,32,108,1989,10,30000.0,2000.0,0,0,1800.0,909.0909090909091
18644,25,103,2008,4,185000.0,1500.0,0,0,3950.0,13214.285714285714
18645,53,117,2012,6,201400.0,1600.0,0,1,9299.0,20140.0
18646,20,35,2014,3,138000.0,2200.0,0,1,19999.0,17250.0
18647,32,48,2007,4,340000.0,2200.0,0,1,9800.0,22666.666666666668
18648,17,52,2014,11,120000.0,398.0,4,0,6200.0,15000.0
18649,4,9,1992,10,400000.0,2000.0,4,0,1500.0,13333.333333333334
18650,12,105,2013,4,82177.0,1200.0,4,0,5000.0,9130.777777777777
18651,53,90,2016,4,13000.0,1800.0,4,0,16999.0,2166.6666666666665
18652,37,23,2001,4,222963.0,1400.0,4,0,2750.0,10617.285714285714
18653,50,92,2008,4,135000.0,1500.0,2,1,3350.0,9642.857142857143
18654,25,103,2013,10,35000.0,1400.0,4,0,4200.0,3888.8888888888887
18655,11,30,2007,6,123000.0,1600.0,0,0,1400.0,8200.0
18656,20,20,2015,10,56000.0,2000.0,2,1,8200.0,8000.0
18657,50,131,2013,4,89000.0,1500.0,2,1,5200.0,9888.888888888889
18658,53,115,2010,9,123000.0,2000.0,4,1,5900.0,10250.0
18659,38,101,2011,4,152000.0,1600.0,0,0,3400.0,13818.181818181818
18660,44,101,2008,6,195000.0,1900.0,0,0,3300.0,13928.57142857143
18661,21,120,2016,3,126000.0,1600.0,4,1,15999.0,21000.0
18662,45,113,2015,11,193500.0,1600.0,0,0,13200.0,27642.85714285714
18663,45,50,2010,1,185000.0,1199.0,0,0,4999.0,15416.666666666666
18664,41,69,1998,6,250000.0,1200.0,4,0,800.0,10416.666666666666
18665,52,101,1997,10,127000.0,1500.0,4,0,15000.0,5080.0
18666,50,24,2008,4,171700.0,1400.0,0,0,5300.0,12264.285714285714
18667,17,83,2018,10,44000.0,1500.0,4,1,14900.0,11000.0
18668,27,53,2002,4,210000.0,2000.0,0,0,1800.0,10500.0
18669,31,8,1993,10,46000.0,1500.0,4,0,350.0,1586.2068965517242
18670,53,117,2005,6,315000.0,1900.0,0,0,4500.0,18529.41176470588
18671,4,9,1992,10,254000.0,2000.0,4,0,3000.0,8466.666666666666
18672,4,127,2005,10,285267.0,3000.0,0,1,11000.0,16780.41176470588
18673,50,44,2015,10,136461.0,1400.0,0,0,10999.0,19494.428571428572
18674,32,108,1994,10,340000.0,2200.0,3,0,5000.0,12142.857142857143
18675,41,107,2004,6,190000.0,1500.0,0,0,3100.0,10555.555555555555
18676,32,104,2005,10,450000.0,3200.0,0,1,4500.0,26470.58823529412
18677,53,119,1995,6,247000.0,2400.0,0,0,1850.0,9148.148148148148
18678,17,51,2013,4,69000.0,1600.0,4,0,6800.0,7666.666666666667
18679,41,80,2014,11,185000.0,1500.0,0,0,7350.0,23125.0
18680,4,12,2004,10,327000.0,3000.0,0,1,8500.0,18166.666666666668
18681,50,44,2006,11,250000.0,1400.0,0,0,5600.0,15625.0
18682,32,56,2018,3,148000.0,2200.0,0,1,41000.0,37000.0
18683,53,115,2017,3,79000.0,2000.0,0,1,23900.0,15800.0
18684,53,88,1995,10,310555.0,2000.0,3,0,1350.0,11502.037037037036
18685,50,38,2021,10,3000.0,2500.0,2,1,28000.0,3000.0
18686,50,32,2017,3,33000.0,2000.0,4,1,16900.0,6600.0
18687,41,107,2006,4,135000.0,1500.0,0,0,3850.0,8437.5
18688,37,23,2006,11,173550.0,1300.0,0,0,3650.0,10846.875
18689,3,17,2006,10,270000.0,2000.0,4,1,7847.0,16875.0
18690,36,95,2010,3,245000.0,1500.0,0,0,7200.0,20416.666666666668
18691,38,101,2014,3,180000.0,2000.0,2,1,11450.0,22500.0
18692,12,47,2016,3,51300.0,1500.0,0,0,9100.0,8550.0
18693,37,23,2005,11,289000.0,1600.0,3,0,3950.0,17000.0
18694,4,9,2010,10,133705.0,2497.0,4,1,12999.0,11142.083333333334
18695,32,48,1998,10,274000.0,2000.0,3,0,3400.0,11416.666666666666
18696,4,9,2005,10,330000.0,2500.0,0,1,8999.0,19411.764705882353
18697,50,131,2007,10,164164.0,1497.0,4,1,5300.0,10944.266666666666
18698,4,6,2007,10,212586.0,1998.0,4,0,7799.0,14172.4
18699,16,101,2001,4,191000.0,1200.0,4,0,1450.0,9095.238095238095
18700,32,78,2013,3,111000.0,2143.0,0,1,25999.0,12333.333333333334
18701,3,17,2014,11,192000.0,1968.0,0,1,21400.0,24000.0
18702,17,83,2001,11,336000.0,2000.0,4,0,2800.0,16000.0
18703,3,94,2008,9,171000.0,3000.0,0,1,19500.0,12214.285714285714
18704,50,102,2018,3,135000.0,2500.0,2,1,20900.0,33750.0
18705,41,101,1993,10,220000.0,1721.0,4,0,1100.0,7586.206896551724
18706,20,35,2008,9,230000.0,2000.0,3,1,10000.0,16428.571428571428
18707,34,101,2015,4,154000.0,1000.0,4,0,6950.0,22000.0
18708,50,26,2006,11,270000.0,1800.0,4,0,6500.0,16875.0
18709,32,48,2004,10,350000.0,5000.0,4,1,5200.0,19444.444444444445
18710,32,48,2012,10,260000.0,2200.0,0,1,7000.0,26000.0
18711,24,101,2000,11,235000.0,3100.0,0,1,3100.0,10681.818181818182
18712,50,92,2008,10,26000.0,1500.0,3,1,6300.0,1857.142857142857
18713,52,101,2001,4,11111.0,1500.0,4,0,750.0,529.0952380952381
18714,50,38,2000,10,200000.0,2200.0,3,1,4000.0,9090.90909090909
18715,32,48,2004,10,300000.0,2200.0,0,1,6500.0,16666.666666666668
18716,49,101,2005,4,143000.0,1328.0,4,0,3400.0,8411.764705882353
18717,50,24,2015,11,150000.0,1400.0,0,0,9100.0,21428.571428571428
18718,50,131,2010,11,210000.0,1328.0,4,0,5300.0,17500.0
18719,41,107,2014,6,160000.0,1500.0,0,0,7400.0,20000.0
18720,25,103,2004,11,163258.0,1400.0,4,0,2600.0,9069.888888888889
18721,50,101,2005,4,178000.0,999.0,3,0,3000.0,10470.588235294117
18722,37,122,1996,10,342514.0,1600.0,4,0,1600.0,13173.615384615385
18723,50,101,2018,9,42000.0,3500.0,4,1,25000.0,10500.0
18724,17,54,2013,10,102600.0,2000.0,5,1,10500.0,11400.0
18725,50,131,2003,4,251139.0,1000.0,4,0,2600.0,13217.842105263158
18726,36,82,2008,4,128000.0,1400.0,4,1,4300.0,9142.857142857143
18727,3,17,2001,10,250000.0,1800.0,3,0,4600.0,11904.761904761905
18728,41,80,2011,11,170000.0,1500.0,0,0,4000.0,15454.545454545454
18729,36,96,2011,9,192000.0,1500.0,0,0,8990.0,17454.545454545456
18730,38,22,2003,6,338344.0,2800.0,0,0,2500.0,17807.57894736842
18731,17,101,1994,11,111111.0,1400.0,4,0,400.0,3968.25
18732,53,88,2001,11,4000.0,1900.0,0,0,2300.0,190.47619047619048
18733,37,23,2012,11,225000.0,1300.0,0,0,6000.0,22500.0
18734,53,88,2016,10,30100.0,1800.0,4,1,13500.0,5016.666666666667
18735,41,62,2017,6,187000.0,1500.0,0,1,12950.0,37400.0
18736,36,95,2010,3,146900.0,1500.0,0,0,8500.0,12241.666666666666
18737,41,62,2014,6,169500.0,1500.0,0,1,8399.0,21187.5
18738,53,61,1999,4,231428.0,1600.0,4,0,2500.0,10062.08695652174
18739,45,50,2006,11,199709.0,1200.0,4,0,2600.0,12481.8125
18740,38,7,2005,4,220000.0,1400.0,4,0,2600.0,12941.176470588236
18741,53,88,1986,1,10000.0,1600.0,0,0,600.0,277.77777777777777
18742,32,31,2002,10,300000.0,2700.0,0,1,1650.0,15000.0
18743,4,9,2018,10,120438.0,1998.0,5,1,31300.0,30109.5
18744,20,35,2003,3,450223.0,2000.0,4,0,8800.0,23695.947368421053
18745,41,107,2006,11,280000.0,1500.0,0,0,2900.0,17500.0
18746,21,110,2011,10,180000.0,1998.0,4,1,5800.0,16363.636363636364
18747,41,62,2007,11,160000.0,1500.0,0,0,1800.0,10666.666666666666
18748,41,80,2007,11,220000.0,1500.0,0,0,1700.0,14666.666666666666
18749,11,30,2004,6,200000.0,200.0,0,0,1600.0,11111.111111111111
18750,21,60,2006,4,226000.0,1400.0,3,0,3200.0,14125.0
18751,28,58,2001,10,23000.0,3000.0,4,1,3500.0,1095.2380952380952
18752,4,12,2000,10,400000.0,3000.0,0,1,5500.0,18181.81818181818
18753,32,31,2011,11,240000.0,2146.0,0,0,5800.0,21818.18181818182
18754,41,107,2011,4,236000.0,1499.0,0,1,6300.0,21454.545454545456
18755,53,123,1993,10,97107.0,1800.0,4,0,2000.0,3348.5172413793102
18756,50,101,2012,11,100000.0,1800.0,2,1,8500.0,10000.0
18757,41,80,2010,11,171200.0,1500.0,0,0,5900.0,14266.666666666666
18758,53,116,2004,9,290000.0,2500.0,0,0,7900.0,16111.111111111111
18759,0,101,2008,9,90000.0,3664.0,4,1,13400.0,6428.571428571428
18760,53,61,2012,4,178500.0,2000.0,4,1,12500.0,17850.0
18761,32,48,2000,11,350000.0,2700.0,0,0,2000.0,15909.09090909091
18762,17,54,2013,10,175859.0,2000.0,2,1,8900.0,19539.88888888889
18763,20,101,2000,4,300000.0,1300.0,4,0,750.0,13636.363636363636
18764,50,26,2005,10,306000.0,200.0,0,0,1500.0,18000.0
18765,53,119,1994,6,286000.0,1900.0,0,0,3100.0,10214.285714285714
18766,37,23,2006,11,260000.0,1300.0,0,0,3200.0,16250.0
18767,45,50,2015,1,139000.0,1424.0,0,0,6800.0,19857.14285714286
18768,17,101,1993,10,31067.0,1391.0,4,0,15000.0,1071.2758620689656
18769,36,101,1998,10,210000.0,2000.0,4,0,3200.0,8750.0
18770,32,48,2005,10,200000.0,3000.0,0,1,5200.0,11764.70588235294
18771,11,101,2002,4,200000.0,1800.0,4,0,1500.0,10000.0
18772,25,103,2007,4,185000.0,1400.0,4,0,3200.0,12333.333333333334
18773,32,108,1995,10,300000.0,2000.0,3,0,2850.0,11111.111111111111
18774,3,15,2010,10,177000.0,1984.0,4,1,9000.0,14750.0
18775,50,26,2009,11,287000.0,2200.0,0,0,5500.0,22076.923076923078
18776,32,31,2004,11,240000.0,2200.0,0,1,4950.0,13333.333333333334
18777,41,71,2002,4,280000.0,1800.0,3,0,2499.0,14000.0
18778,37,122,1997,4,330000.0,1800.0,4,0,1690.0,13200.0
18779,32,48,2014,10,296000.0,2200.0,0,1,14400.0,37000.0
18780,12,76,2005,10,240000.0,1380.0,4,0,2499.0,14117.64705882353
18781,37,23,2010,11,175000.0,1300.0,0,0,6299.0,14583.333333333334
18782,49,101,2006,3,224400.0,1300.0,0,0,3500.0,14025.0
18783,45,50,2011,6,191000.0,1200.0,0,0,4797.0,17363.636363636364
18784,21,106,2015,3,170000.0,2200.0,0,1,22000.0,24285.714285714286
18785,53,61,1998,4,200000.0,1600.0,4,0,1600.0,8333.333333333334
18786,50,131,2013,4,170000.0,1400.0,0,0,6800.0,18888.88888888889
18787,54,130,2004,3,45000.0,2400.0,0,1,7500.0,2500.0
18788,25,101,2014,10,41200.0,1600.0,4,1,9400.0,5150.0
18789,37,132,2007,6,320000.0,1800.0,3,0,5250.0,21333.333333333332
18790,3,17,2000,11,335000.0,2500.0,0,1,3050.0,15227.272727272728
18791,50,26,2007,10,173000.0,1600.0,4,0,5500.0,11533.333333333334
18792,19,101,2010,9,110000.0,1997.0,4,0,4199.0,9166.666666666666
18793,37,101,1992,10,111111.0,1400.0,3,0,1000.0,3703.7
18794,17,101,1985,11,150000.0,2000.0,3,0,1000.0,4054.054054054054
18795,32,104,1979,10,300000.0,2800.0,4,1,9800.0,6976.7441860465115
18796,50,92,2009,11,255000.0,1800.0,2,1,9300.0,19615.384615384617
18797,41,80,2012,4,220000.0,1398.0,3,0,6200.0,22000.0
18798,20,41,2014,10,115000.0,1500.0,2,1,8700.0,14375.0
18799,17,101,1989,11,354889.0,2000.0,4,0,900.0,10754.212121212122
18800,41,62,2017,6,147477.0,1500.0,0,1,14500.0,29495.4
18801,32,101,2012,10,151000.0,3000.0,0,1,28500.0,15100.0
18802,50,92,2010,10,325000.0,1800.0,2,1,6999.0,27083.333333333332
18803,50,92,2010,10,369500.0,1800.0,2,1,7000.0,30791.666666666668
